image,ALB,BET,DOL,LAG,NoF,OTHER,SHARK,YFT
img_02305.jpg,0.797682,0.005000,0.005000,0.005000,0.005000,0.010894,0.005000,0.005000
img_02307.jpg,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000,0.297035
img_02309.jpg,0.995000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000
img_02318.jpg,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000,0.995000
img_02347.jpg,0.039547,0.005000,0.005000,0.005000,0.560611,0.005000,0.005000,0.005000
img_02356.jpg,0.241086,0.133443,0.103203,0.023822,0.098735,0.111112,0.095456,0.129936
img_02367.jpg,0.995000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000
img_02372.jpg,0.005000,0.005000,0.005000,0.005000,0.995000,0.005000,0.005000,0.005000
img_02379.jpg,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000,0.995000
img_02384.jpg,0.233191,0.053130,0.024356,0.005000,0.040908,0.066498,0.069480,0.117628
img_02398.jpg,0.005000,0.005000,0.005000,0.005000,0.005000,0.995000,0.005000,0.005000
img_02400.jpg,0.995000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000
img_02406.jpg,0.995000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000
img_02412.jpg,0.353693,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000,0.084854
img_02416.jpg,0.005000,0.005000,0.005000,0.005000,0.005000,0.024184,0.005000,0.403391
img_02422.jpg,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000,0.067081
img_02479.jpg,0.005000,0.005000,0.005000,0.005000,0.995000,0.005000,0.005000,0.005000
img_02486.jpg,0.995000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000
img_02487.jpg,0.995000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000
img_02507.jpg,0.603225,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000
img_02522.jpg,0.995000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000
img_02540.jpg,0.005000,0.005000,0.005000,0.005000,0.995000,0.005000,0.005000,0.005000
img_02546.jpg,0.241025,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000,0.252262
img_02556.jpg,0.116594,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000,0.900989
img_02560.jpg,0.005000,0.005000,0.005000,0.005000,0.995000,0.005000,0.005000,0.005000
img_02563.jpg,0.005000,0.005000,0.005000,0.005000,0.995000,0.005000,0.005000,0.005000
img_02565.jpg,0.044229,0.005000,0.005000,0.005000,0.005000,0.005000,0.048763,0.183676
img_02573.jpg,0.008104,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000
img_02574.jpg,0.983851,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000
img_02602.jpg,0.995000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000
img_02607.jpg,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000,0.965217
img_02622.jpg,0.722869,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000,0.018355
img_02625.jpg,0.995000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000
img_02636.jpg,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000,0.995000
img_02638.jpg,0.995000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000
img_02641.jpg,0.995000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000
img_02646.jpg,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000,0.995000
img_02648.jpg,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000,0.995000
img_02651.jpg,0.995000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000
img_02656.jpg,0.995000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000
img_02666.jpg,0.995000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000
img_02679.jpg,0.815251,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000
img_02687.jpg,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000,0.995000
img_02699.jpg,0.214240,0.079444,0.063865,0.014921,0.101751,0.076408,0.062558,0.140253
img_02702.jpg,0.433918,0.008994,0.005000,0.005000,0.036475,0.005000,0.005000,0.018812
img_02703.jpg,0.241086,0.133443,0.103203,0.023822,0.098735,0.111112,0.095456,0.129936
img_02709.jpg,0.995000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000
img_02726.jpg,0.005000,0.005000,0.005000,0.005000,0.995000,0.005000,0.005000,0.005000
img_02733.jpg,0.799931,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000,0.009482
img_02734.jpg,0.995000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000
img_02739.jpg,0.995000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000
img_02749.jpg,0.857411,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000
img_02759.jpg,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000,0.995000
img_02764.jpg,0.995000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000
img_02766.jpg,0.995000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000
img_02769.jpg,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000,0.995000
img_02771.jpg,0.995000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000
img_02789.jpg,0.005000,0.005000,0.005000,0.005000,0.949342,0.005000,0.005000,0.005000
img_02799.jpg,0.995000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000
img_02808.jpg,0.986797,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000
img_02811.jpg,0.995000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000
img_02830.jpg,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000,0.631110
img_02834.jpg,0.237016,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000,0.403354
img_02837.jpg,0.241086,0.133443,0.103203,0.023822,0.098735,0.111112,0.095456,0.129936
img_02838.jpg,0.990445,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000
img_02842.jpg,0.005000,0.005000,0.005000,0.005000,0.005000,0.995000,0.005000,0.005000
img_02857.jpg,0.005000,0.005000,0.005000,0.005000,0.995000,0.005000,0.005000,0.005000
img_02865.jpg,0.005000,0.005000,0.005000,0.005000,0.995000,0.005000,0.005000,0.005000
img_02871.jpg,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000,0.722376
img_02876.jpg,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005698
img_02889.jpg,0.995000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000
img_02890.jpg,0.523674,0.005000,0.005000,0.005000,0.005000,0.025193,0.005000,0.005000
img_02899.jpg,0.479756,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000
img_02904.jpg,0.995000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000
img_02911.jpg,0.995000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000
img_02916.jpg,0.995000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000
img_02920.jpg,0.995000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000
img_02943.jpg,0.995000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000
img_02949.jpg,0.995000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000
img_02954.jpg,0.995000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000
img_02956.jpg,0.017653,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000
img_02964.jpg,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000,0.995000
img_02974.jpg,0.995000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000
img_02977.jpg,0.009081,0.005000,0.005000,0.005000,0.885853,0.005000,0.005000,0.005000
img_02993.jpg,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000,0.995000
img_03014.jpg,0.005000,0.005000,0.005000,0.005000,0.995000,0.005000,0.005000,0.005000
img_03043.jpg,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000,0.995000
img_03055.jpg,0.995000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000
img_03064.jpg,0.241086,0.133443,0.103203,0.023822,0.098735,0.111112,0.095456,0.129936
img_03069.jpg,0.047479,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000,0.673172
img_03074.jpg,0.995000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000
img_03078.jpg,0.995000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000
img_03080.jpg,0.995000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000
img_03082.jpg,0.995000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000
img_03087.jpg,0.005000,0.005000,0.005000,0.005000,0.995000,0.005000,0.005000,0.005000
img_03116.jpg,0.005000,0.005000,0.005000,0.005000,0.995000,0.005000,0.005000,0.005000
img_03128.jpg,0.995000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000
img_03135.jpg,0.173543,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000,0.953736
img_03140.jpg,0.995000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000
img_03166.jpg,0.496654,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000
img_03169.jpg,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000,0.995000
img_03181.jpg,0.995000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000
img_03195.jpg,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000,0.995000
img_03199.jpg,0.995000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000
img_03210.jpg,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000,0.995000
img_03220.jpg,0.995000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000
img_03222.jpg,0.995000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000
img_03223.jpg,0.241086,0.133443,0.103203,0.023822,0.098735,0.111112,0.095456,0.129936
img_03228.jpg,0.995000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000
img_03229.jpg,0.158850,0.008711,0.005000,0.005000,0.005000,0.008115,0.084480,0.080702
img_03231.jpg,0.995000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000
img_03238.jpg,0.942319,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000
img_03239.jpg,0.104028,0.005000,0.005000,0.005000,0.005000,0.005000,0.871190,0.005643
img_03252.jpg,0.995000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000
img_03254.jpg,0.005000,0.005000,0.005000,0.005000,0.005000,0.972530,0.005000,0.005000
img_03260.jpg,0.314971,0.038008,0.005000,0.005000,0.074156,0.064620,0.006758,0.072783
img_03261.jpg,0.017202,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000,0.928205
img_03270.jpg,0.005000,0.005000,0.005000,0.005000,0.022885,0.005000,0.005000,0.005000
img_03283.jpg,0.388505,0.009716,0.005000,0.005000,0.062100,0.033165,0.005000,0.046751
img_03290.jpg,0.005663,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000,0.977939
img_03297.jpg,0.995000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000
img_03310.jpg,0.974688,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000
img_03312.jpg,0.995000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000
img_03324.jpg,0.137553,0.005000,0.005000,0.005000,0.005000,0.111636,0.005000,0.187928
img_03333.jpg,0.005000,0.005000,0.005000,0.005000,0.005000,0.066899,0.005000,0.005000
img_03342.jpg,0.006166,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000,0.959430
img_03346.jpg,0.995000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000
img_03355.jpg,0.615528,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000
img_03361.jpg,0.005000,0.995000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000
img_03370.jpg,0.901495,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000,0.021299
img_03399.jpg,0.995000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000
img_03410.jpg,0.995000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000
img_03422.jpg,0.992564,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000
img_03426.jpg,0.179177,0.022854,0.005000,0.005000,0.012204,0.111397,0.017210,0.159356
img_03439.jpg,0.750594,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000,0.008970
img_03440.jpg,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000,0.995000
img_03444.jpg,0.995000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000
img_03445.jpg,0.005000,0.005000,0.005000,0.005000,0.995000,0.005000,0.005000,0.005000
img_03446.jpg,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000,0.990869
img_03452.jpg,0.139240,0.372612,0.005000,0.005000,0.005000,0.005000,0.043936,0.005000
img_03454.jpg,0.995000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000
img_03456.jpg,0.005000,0.005000,0.005000,0.005000,0.995000,0.005000,0.005000,0.005000
img_03457.jpg,0.995000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000
img_03471.jpg,0.995000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000
img_03475.jpg,0.005000,0.005000,0.005000,0.005000,0.995000,0.005000,0.005000,0.005000
img_03488.jpg,0.980194,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000
img_03490.jpg,0.005000,0.005000,0.005000,0.005000,0.005000,0.115378,0.005000,0.834070
img_03502.jpg,0.132557,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000,0.461199
img_03504.jpg,0.995000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000
img_03520.jpg,0.995000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000
img_03527.jpg,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000,0.995000
img_03547.jpg,0.995000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000
img_03548.jpg,0.233173,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000,0.317993
img_03554.jpg,0.995000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000
img_03563.jpg,0.995000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000
img_03581.jpg,0.758906,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000,0.010154
img_03584.jpg,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000,0.995000
img_03587.jpg,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000,0.995000
img_03588.jpg,0.995000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000
img_03602.jpg,0.027617,0.005000,0.005000,0.005000,0.005000,0.830051,0.005000,0.005000
img_03627.jpg,0.995000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000
img_03628.jpg,0.005827,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000,0.956690
img_03652.jpg,0.995000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000
img_03670.jpg,0.995000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000
img_03674.jpg,0.031115,0.005000,0.005000,0.005000,0.620323,0.005000,0.005000,0.005000
img_03677.jpg,0.995000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000
img_03711.jpg,0.995000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000
img_03715.jpg,0.995000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000
img_03718.jpg,0.995000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000
img_03726.jpg,0.783075,0.005000,0.005000,0.005000,0.005000,0.009380,0.005000,0.005000
img_03739.jpg,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000,0.995000
img_03749.jpg,0.736547,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000,0.014075
img_03750.jpg,0.029713,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000,0.815859
img_03760.jpg,0.007449,0.005000,0.005000,0.005000,0.005000,0.984431,0.005000,0.005000
img_03764.jpg,0.971336,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000
img_03776.jpg,0.165492,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000
img_03801.jpg,0.989036,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000
img_03805.jpg,0.995000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000
img_03809.jpg,0.995000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000
img_03825.jpg,0.995000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000
img_03831.jpg,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000,0.995000
img_03837.jpg,0.995000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000
img_03847.jpg,0.082672,0.050200,0.008683,0.005000,0.140469,0.032445,0.005000,0.015497
img_03853.jpg,0.995000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000
img_03866.jpg,0.995000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000
img_03867.jpg,0.005000,0.005000,0.005000,0.005000,0.995000,0.005000,0.005000,0.005000
img_03869.jpg,0.995000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000
img_03871.jpg,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000,0.995000
img_03886.jpg,0.995000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000
img_03891.jpg,0.241086,0.133443,0.103203,0.023822,0.098735,0.111112,0.095456,0.129936
img_03892.jpg,0.232968,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000,0.462541
img_03896.jpg,0.995000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000
img_03923.jpg,0.005000,0.005000,0.005000,0.005000,0.948651,0.005000,0.005000,0.005000
img_03924.jpg,0.005000,0.005000,0.005000,0.005000,0.995000,0.005000,0.005000,0.005000
img_03928.jpg,0.022232,0.005000,0.005000,0.005000,0.005000,0.005000,0.995000,0.005000
img_03929.jpg,0.995000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000
img_03931.jpg,0.014808,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000,0.347700
img_03935.jpg,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000
img_03941.jpg,0.995000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000
img_03942.jpg,0.241086,0.133443,0.103203,0.023822,0.098735,0.111112,0.095456,0.129936
img_03943.jpg,0.995000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000
img_03945.jpg,0.005000,0.005000,0.005000,0.005000,0.005000,0.995000,0.005000,0.005000
img_03946.jpg,0.563939,0.005000,0.005000,0.005000,0.005000,0.113848,0.005000,0.005000
img_03952.jpg,0.942601,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000
img_03967.jpg,0.995000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000
img_03974.jpg,0.995000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000
img_03992.jpg,0.005000,0.005000,0.005000,0.005000,0.995000,0.005000,0.005000,0.005000
img_03995.jpg,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000,0.995000
img_03996.jpg,0.990713,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000
img_04001.jpg,0.995000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000
img_04002.jpg,0.241086,0.133443,0.103203,0.023822,0.098735,0.111112,0.095456,0.129936
img_04003.jpg,0.995000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000
img_04004.jpg,0.995000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000
img_04013.jpg,0.043155,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000,0.016597
img_04015.jpg,0.995000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000
img_04024.jpg,0.995000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000
img_04036.jpg,0.962184,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000,0.010541
img_04037.jpg,0.989059,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000
img_04044.jpg,0.995000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000
img_04061.jpg,0.978223,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000
img_04069.jpg,0.805882,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000
img_04073.jpg,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000,0.995000
img_04076.jpg,0.048891,0.013308,0.005000,0.005000,0.005000,0.378386,0.005000,0.029727
img_04101.jpg,0.995000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000
img_04115.jpg,0.995000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000
img_04118.jpg,0.995000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000
img_04126.jpg,0.162036,0.018163,0.012099,0.005000,0.165911,0.005000,0.007892,0.013002
img_04127.jpg,0.025444,0.005000,0.005000,0.005000,0.005000,0.005000,0.005227,0.240120
img_04128.jpg,0.241086,0.133443,0.103203,0.023822,0.098735,0.111112,0.095456,0.129936
img_04129.jpg,0.995000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000
img_04130.jpg,0.048563,0.005000,0.005000,0.005000,0.495533,0.005000,0.005000,0.005000
img_04136.jpg,0.241086,0.133443,0.103203,0.023822,0.098735,0.111112,0.095456,0.129936
img_04138.jpg,0.005000,0.005000,0.005000,0.005000,0.995000,0.005000,0.005000,0.005000
img_04145.jpg,0.222414,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000,0.436054
img_04156.jpg,0.995000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000
img_04181.jpg,0.995000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000
img_04183.jpg,0.995000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000
img_04204.jpg,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000,0.995000
img_04221.jpg,0.995000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000
img_04233.jpg,0.160616,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000,0.285011
img_04237.jpg,0.005000,0.995000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000
img_04240.jpg,0.033161,0.005000,0.005000,0.005000,0.005000,0.010003,0.005000,0.533745
img_04247.jpg,0.241086,0.133443,0.103203,0.023822,0.098735,0.111112,0.095456,0.129936
img_04250.jpg,0.005000,0.005000,0.005000,0.005000,0.995000,0.005000,0.005000,0.005000
img_04257.jpg,0.005000,0.005000,0.005000,0.005000,0.995000,0.005000,0.005000,0.005000
img_04261.jpg,0.995000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000
img_04263.jpg,0.995000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000
img_04266.jpg,0.995000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000
img_04268.jpg,0.768132,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000
img_04271.jpg,0.005000,0.005000,0.005000,0.005000,0.995000,0.005000,0.005000,0.005000
img_04272.jpg,0.241086,0.133443,0.103203,0.023822,0.098735,0.111112,0.095456,0.129936
img_04282.jpg,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000,0.756545
img_04285.jpg,0.142516,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000,0.342014
img_04306.jpg,0.995000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000
img_04310.jpg,0.995000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000
img_04321.jpg,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000,0.994765
img_04323.jpg,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000
img_04324.jpg,0.017563,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000,0.022318
img_04341.jpg,0.241756,0.005000,0.005000,0.005000,0.005000,0.005000,0.037230,0.011013
img_04369.jpg,0.094035,0.005000,0.005000,0.005000,0.005000,0.445230,0.005000,0.005000
img_04370.jpg,0.995000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000
img_04375.jpg,0.005000,0.005000,0.005000,0.005000,0.995000,0.005000,0.005000,0.005000
img_04382.jpg,0.031722,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000,0.638406
img_04386.jpg,0.410462,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000,0.062577
img_04390.jpg,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000,0.995000
img_04405.jpg,0.913906,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000
img_04408.jpg,0.995000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000
img_04410.jpg,0.995000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000
img_04415.jpg,0.928900,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000
img_04419.jpg,0.005000,0.005000,0.005000,0.005000,0.995000,0.005000,0.005000,0.005000
img_04422.jpg,0.946680,0.005000,0.005000,0.005000,0.007996,0.005000,0.005000,0.005000
img_04423.jpg,0.108452,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000
img_04425.jpg,0.347806,0.049636,0.006088,0.005000,0.025504,0.067051,0.025488,0.037095
img_04427.jpg,0.995000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000
img_04432.jpg,0.995000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000
img_04453.jpg,0.005000,0.005000,0.005000,0.005000,0.995000,0.005000,0.005000,0.005000
img_04461.jpg,0.995000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000
img_04476.jpg,0.233942,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000,0.294251
img_04478.jpg,0.995000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000
img_04479.jpg,0.995000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000
img_04482.jpg,0.954772,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000
img_04496.jpg,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000,0.995000
img_04503.jpg,0.005000,0.005000,0.005000,0.005000,0.995000,0.005000,0.005000,0.005000
img_04507.jpg,0.133041,0.011002,0.009849,0.005000,0.027323,0.021878,0.007736,0.280907
img_04511.jpg,0.005000,0.005000,0.005000,0.005000,0.012348,0.005000,0.005000,0.005000
